system   D            wsystem.c:583  maybe_parent_dir                 [   0.00041] Also searching C:\Users\krzyœ\Documents\Visual Studio 2015\Projects\Gra_w_statki\
display  D   display_settings.c:506  _al_score_display_settings       [   0.08373] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.08374] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08375] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.08376] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08377] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.08378] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08379] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.08380] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08381] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.08382] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08384] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08385] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08386] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08387] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08388] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08389] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08390] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08391] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08392] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08393] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08395] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08396] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08397] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08398] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08399] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08400] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08401] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08402] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08403] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08404] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08405] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08406] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08407] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08408] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08410] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08411] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08412] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08413] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08414] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08415] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08416] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08417] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08418] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08419] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08420] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08421] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08423] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08424] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08425] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08426] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08427] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08428] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08429] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08430] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08431] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08432] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08433] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08434] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08435] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08436] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08437] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08438] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08440] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08440] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08442] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08443] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08444] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08445] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08446] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08447] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08448] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08449] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.08453] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.08454] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08455] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08456] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08457] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08458] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08459] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08460] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08462] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08463] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08464] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08465] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08466] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08467] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08468] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08469] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08470] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08471] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08472] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08473] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08474] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08475] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08477] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08477] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08479] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08480] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08481] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08482] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08483] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08484] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08485] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08486] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08487] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.08489] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.08507] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.08509] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.09002] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.09554] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.09558] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.09561] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.09565] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.09568] Returning d3d_display: 0103BC98
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.09570] al_display=0103BC98
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.09571] al_display->vt=0103BBE0
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09906] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09909] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09911] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09913] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09914] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09916] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09918] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09919] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09920] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.09921] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.09922] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.09923] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.09924] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10044] added dtor for object 010DE518, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14282] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.16184] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:184  _al_register_destructor          [   0.18735] added dtor for object 010DE2F0, func 0F3227A7
font     W               font.c:286  al_init_font_addon               [   0.18741] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   0.18742] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.18798] Font times.ttf loaded with pixel size 0 x 97.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.18800]     ascent=86.0, descent=-21.0, height=112.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.18802] added dtor for object 0587CDB8, func 0F321B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.18804] removed dtor for object 00F1DB58
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.18855] Font times.ttf loaded with pixel size 0 x 97.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.18857]     ascent=86.0, descent=-21.0, height=112.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.18859] added dtor for object 00F69CF8, func 0F321B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.18860] removed dtor for object 0587CDB8
font     W               font.c:286  al_init_font_addon               [   0.18867] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   0.18870] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.18981] Font times.ttf loaded with pixel size 0 x 97.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.18983]     ascent=86.0, descent=-21.0, height=112.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.18985] added dtor for object 0583B620, func 0F321B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.18987] removed dtor for object 00F999E8
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.19053] Font times.ttf loaded with pixel size 0 x 97.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.19054]     ascent=86.0, descent=-21.0, height=112.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.19056] added dtor for object 0583B4D0, func 0F321B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.19057] removed dtor for object 0583B620
font     W               font.c:286  al_init_font_addon               [   0.19063] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   0.19064] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.19096] Font times.ttf loaded with pixel size 0 x 97.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.19097]     ascent=86.0, descent=-21.0, height=112.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.19099] added dtor for object 0583B428, func 0F321B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.19100] removed dtor for object 00F99828
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.19131] Font times.ttf loaded with pixel size 0 x 97.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.19132]     ascent=86.0, descent=-21.0, height=112.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.19134] added dtor for object 00F69DA0, func 0F321B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.19135] removed dtor for object 0583B428
font     W               font.c:286  al_init_font_addon               [   0.19140] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   0.19141] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.19169] Font times.ttf loaded with pixel size 0 x 97.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.19170]     ascent=86.0, descent=-21.0, height=112.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.19172] added dtor for object 0583B508, func 0F321B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.19173] removed dtor for object 00F99E10
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.19224] Font times.ttf loaded with pixel size 0 x 97.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.19225]     ascent=86.0, descent=-21.0, height=112.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.19227] added dtor for object 058872C0, func 0F321B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.19228] removed dtor for object 0583B508
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19309] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19310] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19311] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19312] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19313] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19314] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19315] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19316] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19317] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.19318] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.19319] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.19320] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.19321] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.19374] Glyph 20: 27x68 (28x68)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.19475] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.19476] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:406  cache_glyph                      [   0.19705] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   0.19727] Glyph 89: 50x47 (52x48)
font     D                ttf.c:217  alloc_glyph_region               [   0.19741] Glyph 86: 32x48 (32x48)
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22003] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22004] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22005] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22006] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22007] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22008] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22009] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22010] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22011] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.22012] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.22012] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.22014] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.22015] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.22060] Glyph 20: 27x68 (28x68)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22661] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22664] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:406  cache_glyph                      [   0.22734] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   0.22747] Glyph 89: 50x47 (52x48)
font     D                ttf.c:217  alloc_glyph_region               [   0.22760] Glyph 86: 32x48 (32x48)
font     D                ttf.c:217  alloc_glyph_region               [   0.22774] Glyph 36: 72x68 (72x68)
font     D                ttf.c:217  alloc_glyph_region               [   0.22791] Glyph 44: 29x67 (32x68)
