system   D            wsystem.c:583  maybe_parent_dir                 [   0.00049] Also searching C:\Users\krzyœ\documents\visual studio 2015\Projects\Gra_w_statki\
display  D   display_settings.c:377  _al_score_display_settings       [   0.02380] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02381] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02382] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02383] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02384] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02385] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02386] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02387] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02388] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02389] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02391] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02391] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02393] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02394] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02395] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02396] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02397] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02398] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02399] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.02401] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.02462] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.02466] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.03176] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.03867] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.03871] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.03875] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.03879] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.03882] Returning d3d_display: 02A6C420
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.03883] al_display=02A6C420
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.03884] al_display->vt=02A6C038
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.04293] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.04296] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.04297] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.04298] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.04299] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.04300] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.04301] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.04301] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.04303] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.04303] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.04304] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.04305] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.04306] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.04424] added dtor for object 02B066E0, func 0FF02595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.08647] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.08652] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:184  _al_register_destructor          [   0.11872] added dtor for object 02B06580, func 0FF027A7
font     W               font.c:286  al_init_font_addon               [   0.11879] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   0.11904] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.11998] Font times.ttf loaded with pixel size 0 x 32.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.12000]     ascent=29.0, descent=-7.0, height=37.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.12003] added dtor for object 02A6B428, func 0FF01B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.12007] removed dtor for object 00568828
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.12080] Font times.ttf loaded with pixel size 0 x 32.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.12087]     ascent=29.0, descent=-7.0, height=37.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.12093] added dtor for object 0056ACE8, func 0FF01B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.12096] removed dtor for object 02A6B428
font     W               font.c:286  al_init_font_addon               [   0.12138] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   0.12141] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.12220] Font times.ttf loaded with pixel size 0 x 32.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.12222]     ascent=29.0, descent=-7.0, height=37.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.12225] added dtor for object 04CCE678, func 0FF01B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.12227] removed dtor for object 00568B00
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.12277] Font times.ttf loaded with pixel size 0 x 32.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.12280]     ascent=29.0, descent=-7.0, height=37.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.12284] added dtor for object 04CCE528, func 0FF01B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.12287] removed dtor for object 04CCE678
font     W               font.c:286  al_init_font_addon               [   0.12296] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   0.12297] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.12340] Font times.ttf loaded with pixel size 0 x 32.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.12342]     ascent=29.0, descent=-7.0, height=37.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.12344] added dtor for object 04CCE4F0, func 0FF01B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.12346] removed dtor for object 00568DD8
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.12396] Font times.ttf loaded with pixel size 0 x 32.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.12398]     ascent=29.0, descent=-7.0, height=37.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.12401] added dtor for object 0056AB98, func 0FF01B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.12403] removed dtor for object 04CCE4F0
font     W               font.c:286  al_init_font_addon               [   0.12411] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   0.12413] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.12453] Font times.ttf loaded with pixel size 0 x 32.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.12455]     ascent=29.0, descent=-7.0, height=37.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.12457] added dtor for object 04C87638, func 0FF01B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.12460] removed dtor for object 005607C0
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.12511] Font times.ttf loaded with pixel size 0 x 32.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.12513]     ascent=29.0, descent=-7.0, height=37.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.12516] added dtor for object 04C87670, func 0FF01B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.12518] removed dtor for object 04C87638
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12622] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12624] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12626] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12628] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12631] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12633] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12635] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12637] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12639] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.12642] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.12643] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.12645] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.12646] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.12689] Glyph 20: 11x23 (12x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.12821] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.12825] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:406  cache_glyph                      [   0.12963] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   0.12978] Glyph 89: 19x16 (20x16)
font     D                ttf.c:217  alloc_glyph_region               [   0.12987] Glyph 86: 11x16 (12x16)
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13028] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13029] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13030] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13031] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13032] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13033] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13033] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13034] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13035] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.13036] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.13037] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.13038] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.13039] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.13067] Glyph 20: 11x23 (12x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13528] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13532] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:406  cache_glyph                      [   0.13628] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   0.13644] Glyph 89: 19x16 (20x16)
font     D                ttf.c:217  alloc_glyph_region               [   0.13656] Glyph 86: 11x16 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   0.13668] Glyph 36: 25x23 (28x24)
font     D                ttf.c:217  alloc_glyph_region               [   0.13683] Glyph 44: 11x23 (12x24)
